,date,time,keyword,interest_value,flourish_date
423,2023-03-14,05:28:00,Australian Government,19,"March 14, 2023"
424,2023-03-14,05:36:00,Australian Government,17,"March 14, 2023"
425,2023-03-14,05:44:00,Australian Government,16,"March 14, 2023"
426,2023-03-14,05:52:00,Australian Government,12,"March 14, 2023"
427,2023-03-14,06:00:00,Australian Government,9,"March 14, 2023"
428,2023-03-14,06:08:00,Australian Government,13,"March 14, 2023"
429,2023-03-14,06:16:00,Australian Government,14,"March 14, 2023"
430,2023-03-14,06:24:00,Australian Government,12,"March 14, 2023"
431,2023-03-14,06:32:00,Australian Government,11,"March 14, 2023"
432,2023-03-14,06:40:00,Australian Government,4,"March 14, 2023"
433,2023-03-14,06:48:00,Australian Government,8,"March 14, 2023"
434,2023-03-14,06:56:00,Australian Government,16,"March 14, 2023"
435,2023-03-14,07:04:00,Australian Government,12,"March 14, 2023"
436,2023-03-14,07:12:00,Australian Government,18,"March 14, 2023"
437,2023-03-14,07:20:00,Australian Government,15,"March 14, 2023"
438,2023-03-14,07:28:00,Australian Government,13,"March 14, 2023"
439,2023-03-14,07:36:00,Australian Government,6,"March 14, 2023"
440,2023-03-14,07:44:00,Australian Government,10,"March 14, 2023"
441,2023-03-14,07:52:00,Australian Government,6,"March 14, 2023"
442,2023-03-14,08:00:00,Australian Government,11,"March 14, 2023"
443,2023-03-14,08:08:00,Australian Government,9,"March 14, 2023"
444,2023-03-14,08:16:00,Australian Government,13,"March 14, 2023"
445,2023-03-14,08:24:00,Australian Government,9,"March 14, 2023"
446,2023-03-14,08:32:00,Australian Government,10,"March 14, 2023"
447,2023-03-14,08:40:00,Australian Government,7,"March 14, 2023"
448,2023-03-14,08:48:00,Australian Government,19,"March 14, 2023"
449,2023-03-14,08:56:00,Australian Government,12,"March 14, 2023"
450,2023-03-14,09:04:00,Australian Government,7,"March 14, 2023"
451,2023-03-14,09:12:00,Australian Government,9,"March 14, 2023"
452,2023-03-14,09:20:00,Australian Government,11,"March 14, 2023"
453,2023-03-14,09:28:00,Australian Government,10,"March 14, 2023"
454,2023-03-14,09:36:00,Australian Government,13,"March 14, 2023"
455,2023-03-14,09:44:00,Australian Government,9,"March 14, 2023"
456,2023-03-14,09:52:00,Australian Government,20,"March 14, 2023"
457,2023-03-14,10:00:00,Australian Government,12,"March 14, 2023"
458,2023-03-14,10:08:00,Australian Government,3,"March 14, 2023"
459,2023-03-14,10:16:00,Australian Government,5,"March 14, 2023"
460,2023-03-14,10:24:00,Australian Government,9,"March 14, 2023"
461,2023-03-14,10:32:00,Australian Government,9,"March 14, 2023"
462,2023-03-14,10:40:00,Australian Government,11,"March 14, 2023"
463,2023-03-14,10:48:00,Australian Government,12,"March 14, 2023"
464,2023-03-14,10:56:00,Australian Government,6,"March 14, 2023"
465,2023-03-14,11:04:00,Australian Government,6,"March 14, 2023"
466,2023-03-14,11:12:00,Australian Government,10,"March 14, 2023"
467,2023-03-14,11:20:00,Australian Government,8,"March 14, 2023"
468,2023-03-14,11:28:00,Australian Government,10,"March 14, 2023"
469,2023-03-14,11:36:00,Australian Government,16,"March 14, 2023"
470,2023-03-14,11:44:00,Australian Government,6,"March 14, 2023"
471,2023-03-14,11:52:00,Australian Government,11,"March 14, 2023"
472,2023-03-14,12:00:00,Australian Government,13,"March 14, 2023"
473,2023-03-14,12:08:00,Australian Government,11,"March 14, 2023"
474,2023-03-14,12:16:00,Australian Government,10,"March 14, 2023"
475,2023-03-14,12:24:00,Australian Government,11,"March 14, 2023"
476,2023-03-14,12:32:00,Australian Government,13,"March 14, 2023"
477,2023-03-14,12:40:00,Australian Government,13,"March 14, 2023"
478,2023-03-14,12:48:00,Australian Government,19,"March 14, 2023"
479,2023-03-14,12:56:00,Australian Government,12,"March 14, 2023"
480,2023-03-14,13:04:00,Australian Government,0,"March 14, 2023"
481,2023-03-14,13:12:00,Australian Government,0,"March 14, 2023"
482,2023-03-14,13:20:00,Australian Government,7,"March 14, 2023"
483,2023-03-14,13:28:00,Australian Government,15,"March 14, 2023"
484,2023-03-14,13:36:00,Australian Government,16,"March 14, 2023"
485,2023-03-14,13:44:00,Australian Government,21,"March 14, 2023"
486,2023-03-14,13:52:00,Australian Government,0,"March 14, 2023"
487,2023-03-14,14:00:00,Australian Government,0,"March 14, 2023"
488,2023-03-14,14:08:00,Australian Government,0,"March 14, 2023"
489,2023-03-14,14:16:00,Australian Government,0,"March 14, 2023"
490,2023-03-14,14:24:00,Australian Government,13,"March 14, 2023"
491,2023-03-14,14:32:00,Australian Government,0,"March 14, 2023"
492,2023-03-14,14:40:00,Australian Government,0,"March 14, 2023"
493,2023-03-14,14:48:00,Australian Government,0,"March 14, 2023"
494,2023-03-14,14:56:00,Australian Government,0,"March 14, 2023"
495,2023-03-14,15:04:00,Australian Government,0,"March 14, 2023"
496,2023-03-14,15:12:00,Australian Government,0,"March 14, 2023"
497,2023-03-14,15:20:00,Australian Government,23,"March 14, 2023"
498,2023-03-14,15:28:00,Australian Government,0,"March 14, 2023"
499,2023-03-14,15:36:00,Australian Government,0,"March 14, 2023"
500,2023-03-14,15:44:00,Australian Government,0,"March 14, 2023"
501,2023-03-14,15:52:00,Australian Government,0,"March 14, 2023"
502,2023-03-14,16:00:00,Australian Government,0,"March 14, 2023"
503,2023-03-14,16:08:00,Australian Government,0,"March 14, 2023"
504,2023-03-14,16:16:00,Australian Government,0,"March 14, 2023"
505,2023-03-14,16:24:00,Australian Government,0,"March 14, 2023"
506,2023-03-14,16:32:00,Australian Government,0,"March 14, 2023"
507,2023-03-14,16:40:00,Australian Government,0,"March 14, 2023"
508,2023-03-14,16:48:00,Australian Government,0,"March 14, 2023"
509,2023-03-14,16:56:00,Australian Government,0,"March 14, 2023"
510,2023-03-14,17:04:00,Australian Government,0,"March 14, 2023"
511,2023-03-14,17:12:00,Australian Government,0,"March 14, 2023"
512,2023-03-14,17:20:00,Australian Government,0,"March 14, 2023"
513,2023-03-14,17:28:00,Australian Government,0,"March 14, 2023"
514,2023-03-14,17:36:00,Australian Government,0,"March 14, 2023"
515,2023-03-14,17:44:00,Australian Government,0,"March 14, 2023"
516,2023-03-14,17:52:00,Australian Government,49,"March 14, 2023"
517,2023-03-14,18:00:00,Australian Government,47,"March 14, 2023"
518,2023-03-14,18:08:00,Australian Government,0,"March 14, 2023"
519,2023-03-14,18:16:00,Australian Government,0,"March 14, 2023"
520,2023-03-14,18:24:00,Australian Government,0,"March 14, 2023"
521,2023-03-14,18:32:00,Australian Government,0,"March 14, 2023"
